El-number,tags,Name,Description,Art_nr,EAN_Tekst,Type,Effect,Area,Width,Length,MainSpec,Voltage,per_meter,self_limiting,isMat,inside,outside,effekt_mod,wm_mod,lengde_mod,type_mod
1021533,,"Sticky Pro 150W/2,5m2 375W",Selvklebende varmekabelmatte,7071236013136,"TF Sticky Pro 150W/2,5m2 375W",Sticky Pro 150W, 375,"2,5",,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021534,,Sticky Pro 150W/3m2 450W,Selvklebende varmekabelmatte,7071236013143,TF Sticky Pro 150W/3m2 450W,Sticky Pro 150W, 450,3,,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021535,,"Sticky Pro 150W/3,5m2 525W",Selvklebende varmekabelmatte,7071236013150,"TF Sticky Pro 150W/3,5m2 525W",Sticky Pro 150W, 525,"3,5",,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021536,,Sticky Pro 150W/4m2 600W,Selvklebende varmekabelmatte,7071236013167,TF Sticky Pro 150W/4m2 600W,Sticky Pro 150W, 600,4,,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021537,,"Sticky Pro 150W/4,5m2 675W",Selvklebende varmekabelmatte,7071236013174,"TF Sticky Pro 150W/4,5m2 675W",Sticky Pro 150W, 675,"4,5",,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021538,,Sticky Pro 150W/5m2 750W,Selvklebende varmekabelmatte,7071236013181,TF Sticky Pro 150W/5m2 750W,Sticky Pro 150W, 750,5,,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021540,,Sticky Pro 150W/6m2 900W,Selvklebende varmekabelmatte,7071236013198,TF Sticky Pro 150W/6m2 900W,Sticky Pro 150W, 900,6,,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021542,,Sticky Pro 150W/7m2 1050W,Selvklebende varmekabelmatte,7071236013204,TF Sticky Pro 150W/7m2 1050W,Sticky Pro 150W, 1050,7,,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021544,,Sticky Pro 150W/8m2 1200W,Selvklebende varmekabelmatte,7071236013211,TF Sticky Pro 150W/8m2 1200W,Sticky Pro 150W, 1200,8,,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
1021546,,Sticky Pro 150W/9m2 1350W,Selvklebende varmekabelmatte,7071236013228,TF Sticky Pro 150W/9m2 1350W,Sticky Pro 150W, 1350,9,,,150,230,FALSE,FALSE,TRUE,TRUE,FALSE,,,1,3
5430403,,Varmefolie 30cm 60W/m2,Varmefolie som parkettunderlag 50m rull,7071236008330,TF varmefolie 60W/m2 30cm,Varmefolie 30cm, 60,,"0,3",,60,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,,,2
5430405,,Varmefolie 50cm 60W/m2,Varmefolie som parkettunderlag 100m rull,7071236008347,TF varmefolie 60W/m2 50cm,Varmefolie 50cm, 60,,"0,5",,60,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,,,2
5430407,,Varmefolie 80cm 60W/m2,Varmefolie som parkettunderlag 70m rull,7071236011910,TF varmefolie 80cm 60W/m2,Varmefolie 80cm, 60,,"0,8",,60,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,,,2
5430410,,Varmefolie 100cm 60W/m2,Varmefolie som parkettunderlag 70m rull,7071236008378,TF varmefolie 60W/m2 100cm,Varmefolie 100cm, 60,,1,,60,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,,,2
5430420,,Varmefolie 50cm 100W/m2,Varmefolie som parkettunderlag 100m rull,7071236008415,TF varmefolie 100W/m2 50cm,Varmefolie 50cm, 100,,"0,5",,100,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,,,2
1011421,,AIK Silikonkabel for avising 40W 1m,Varmekabler i faste lengder,7071236012450,AIK Silikonkabel for avising 40W 1m,AIK Silikonkabel for, 40,,,1,40,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,,,3
1011271,,SVK 10 100W/10m 10W/m,Varmekabel i ferdige elementer 10W/m,7071236012993,TF SVK 10 100W/10m 10W/m,SVK 10, 100,,,10,10,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011310,,SBG Blå 10W/10m 100W m/plugg,Selvbegrensende varmekabel,7071236005933,TF SBG Blå 10W/10m 100W m/pl,SBG Blå, 100,,,10,10,230,FALSE,TRUE,FALSE,TRUE,FALSE,2,,,2
1011360,,SBG 13W/10m 130W m/plugg,Selvbegrensende varmekabel,7071236001126,TF SBG 13W/10m 130W m/plugg,SBG 13W, 130,,,10,13,230,FALSE,TRUE,FALSE,TRUE,FALSE,2,,,2
1011438,,"Stretch 170W/5m2 0,5x10m Blå",Elastisk varmekabelmatte for nedstøping,7071236001386,"TF Stretch 850W/5m2 0,5x10m",Stretch 170W, 850,5,"0,5",10,170,230,FALSE,FALSE,TRUE,TRUE,FALSE,1,3,1,2
1011453,,BHK 40W/m 10m 400W,Elektrisk varmekabel for betongherding,7071236001461,TF BHK 40W/m 10m 400W,BHK 40W, 400,,,10,40,230,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2
1011475,,"Stretch 100W/5m2 0,5x10m Gul",Elastisk varmekabelmatte for nedstøping,7071236001553,"Stretch 100W/5m2 0,5x10m Gul",Stretch 100W,500,5,"0,5",10,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,2
1011600,,NSX 17 170W/10m 17W/m,Elektrisk varmekabel for nedstøping,7071236012795,NSX 17 170W/10m 17W/m,NSX 17, 170,,,10,17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011680,,SVK 30 300W/10m 30W/m,Varmekabel utendørs bruk 30W/m,7071236008729,TF SVK 30 300W/10m 30W/m,SVK 30, 300,,,10,30,230,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,,2
1011266,,VK02 1700W/100m 17W/m,Elektrisk varmekabel for nedstøping,,VK02 1700W/100m v-kabel 17W/m,VK02, 1700,,,100,17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,1
1011280,,SVK 10 1000W/100m 10W/m,Varmekabel i ferdige elementer 10W/m,7071236001034,TF SVK 10 1000W/100m 10W/m,SVK 10, 1000,,,100,10,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011620,,BVK 10 1000W/100m 10W/m,Elektrisk varmekabel for nedstøping,7071236008514,TF BVK 10 1000W/100m10W/m,BVK 10, 1000,,,100,10,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011667,,SVK 17 1700W/100m 17W/m,Varmekabel i ferdige elementer 17W/m,7071236008675,TF SVK 17 1700W/100m 17W/m,SVK 17, 1700,,,100,17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011696,,SVK 30 3000W/100m 30W/m,Varmekabel utendørs bruk 30W/m,7071236008828,TF SVK 30 3000W/100m 30W/m,SVK 30, 3000,,,100,30,230,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,,2
1011440,,"Stretch 170W/6m2 0,5x12m Blå",Elastisk varmekabelmatte for nedstøping,7071236001393,"TF Stretch 1020W/6m2 0,5x12m",Stretch 170W, 1020,6,"0,5",12,170,230,FALSE,FALSE,TRUE,TRUE,FALSE,1,3,1,2
1011476,,"Stretch 100W/6m2 0,5x12m Gul",Elastisk varmekabelmatte for nedstøping,7071236001560,"Stretch 100W/6m2 0,5x12m Gul",Stretch 100W,600,6,"0,5",12,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,2
1011268,,VK02 2040W/120m 17W/m,Elektrisk varmekabel for nedstøping,,VK02 2040W/120m v-kabel 17W/m,VK02, 2040,,,120,17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,1
1011282,,SVK 10 1200W/120m 10W/m,Varmekabel i ferdige elementer 10W/m,7071236001041,TF SVK 10 1200W/120m 10W/m,SVK 10, 1200,,,120,10,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011622,,BVK 10 1200W/120m 10W/m,Elektrisk varmekabel for nedstøping,7071236008521,TF BVK 10 1200W/120m 10W/m,BVK 10, 1200,,,120,10,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011698,,SVK 30 3600W/120m 30W/mTF,Varmekabel utendørs bruk 30W/m,7071236008835,TF SVK 30 3600W/120m 30W/m,SVK 30, 3600,,,120,30,230,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,,2
1011668,,SVK 17 2100W/123m 17W/m,Varmekabel i ferdige elementer 17W/m,7071236008682,TF SVK 17 2100W/123m 17W/m,SVK 17, 2100,,,123,17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011313,,SBG Blå 10W/13m 130W m/plugg,Selvbegrensende varmekabel,7071236005940,TF SBG Blå 10W/13m 130W m/pl,SBG Blå, 130,,,13,10,230,FALSE,TRUE,FALSE,TRUE,FALSE,2,,,2
1011363,,SBG 13W/13m 169W m/plugg,Selvbegrensende varmekabel,7071236001140,TF SBG 13W/13m 169W m/plugg,SBG 13W, 169,,,13,13,230,FALSE,TRUE,FALSE,TRUE,FALSE,2,,,2
1011442,,"Stretch 170W/7m2 0,5x14m Blå",Elastisk varmekabelmatte for nedstøping,7071236001409,"TF Stretch 1190W/7m2 0,5x14m",Stretch 170W, 1190,7,"0,5",14,170,230,FALSE,FALSE,TRUE,TRUE,FALSE,1,3,1,2
1011477,,"Stretch 100W/7m2 0,5x14m Gul",Elastisk varmekabelmatte for nedstøping,7071236001577,"Stretch 100W/7m2 0,5x14m Gul",Stretch 100W,700,7,"0,5",14,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,2
1011484,,Stretch 100W/14m2 1x14m,Varmekabelmatte for nedstøping,7071236001621,Stretch 100W/14m2 1x14m,Stretch 100W,1400,14,1,14,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,2
1011624,,BVK 10 1400W/140m 10W/m,Elektrisk varmekabel for nedstøping,7071236008538,TF BVK 10 1400W/140m 10W/m,BVK 10, 1400,,,140,10,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011561,,VK02 450W/15m 30W/m,Elektrisk varmekabel for nedstøping,7071236001980,VK02 450W/15m v-kabel 30W/m,VK02, 450,,,15,30,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,1
1011601,,NSX 17 255W/15m 17W/m,Elektrisk varmekabel for nedstøping,7071236012801,NSX 17 255W/15m 17W/m,NSX 17, 255,,,15,17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011681,,SVK 30 450W/15m 30W/m,Varmekabel utendørs bruk 30W/m,7071236008736,TF SVK 30 450W/15m 30W/m,SVK 30, 450,,,15,30,230,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,,2
1011283,,SVK 10 1500W/150m 10W/m,Varmekabel i ferdige elementer 10W/m,7071236010890,TF SVK 10 1500W/150m 10W/m,SVK 10, 1500,,,150,10,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011669,,SVK 17 2600W/153m 17W/m,Varmekabel i ferdige elementer 17W/m,7071236008699,TF SVK 17 2600W/153m 17W/m,SVK 17, 2600,,,153,17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011444,,"Stretch 170W/8m2 0,5x16m Blå",Elastisk varmekabelmatte for nedstøping,7071236001416,"TF Stretch 1360W/8m2 0,5x16m",Stretch 170W, 1360,8,"0,5",16,170,230,FALSE,FALSE,TRUE,TRUE,FALSE,1,3,1,2
1011478,,"Stretch 100W/8m2 0,5x16m Gul",Elastisk varmekabelmatte for nedstøping,7071236001584,"Stretch 100W/8m2 0,5x16m Gul",Stretch 100W,800,8,"0,5",16,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,2
1011626,,BVK 10 1600W/160m 10W/m,Elektrisk varmekabel for nedstøping,7071236008545,TF BVK 10 1600W/160m 10W/m,BVK 10, 1600,,,160,10,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011602,,"NSX 17 300W/17,6m 17W/m",Elektrisk varmekabel for nedstøping,7071236012818,"NSX 17 300W/17,6m 17W/m",NSX 17, 300,,,"17,6",17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011653,,"SVK 17 300W/17,6m 17W/m",Varmekabel i ferdige elementer 17W/m,7071236008583,"TF SVK 17 300W/17,6m 17W/m",SVK 17, 300,,,"17,6",17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011670,,SVK 17 2900W/171m 17W/m,Varmekabel i ferdige elementer 17W/m,7071236008705,TF SVK 17 2900W/171m 17W/m,SVK 17, 2900,,,171,17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011446,,"Stretch 170W/9m2 0,5x18m Blå",Elastisk varmekabelmatte for nedstøping,7071236001423,"TF Stretch 1530W/9m2 0,5x18m",Stretch 170W, 1530,9,"0,5",18,170,230,FALSE,FALSE,TRUE,TRUE,FALSE,1,3,1,2
1011479,,"Stretch 100W/9m2 0,5x18m Gul",Elastisk varmekabelmatte for nedstøping,7071236001591,"Stretch 100W/9m2 0,5x18m Gul",Stretch 100W,900,9,"0,5",18,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,2
1011628,,BVK 10 1800W/180m 10W/m,Elektrisk varmekabel for nedstøping,7071236008552,TF BVK 10 1800W/180m 10W/m,BVK 10, 1800,,,180,10,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011672,,SVK 17 3300W/194m 17W/m,Varmekabel i ferdige elementer 17W/m,7071236008712,TF SVK 17 3300W/194m 17W/m,SVK 17, 3300,,,194,17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011302,,SBG Blå 10W/2m 20W m/plugg,Selvbegrensende varmekabel,7071236005872,TF SBG Blå 10W/2m 20W m/plug,SBG Blå, 20,,,2,10,230,FALSE,TRUE,FALSE,TRUE,FALSE,2,,,2
1011352,,SBG 13W/2m 26W m/plugg,Selvbegrensende varmekabel,7071236001065,TF SBG 13W/2m 26W m/plugg,SBG 13W, 26,,,2,13,230,FALSE,TRUE,FALSE,TRUE,FALSE,2,,,2
1011422,,AIK Silikonkabel for avising 80W 2m,Varmekabler i faste lengder,7071236012467,AIK Silikonkabel for avising 80W 2m,AIK Silikonkabel for, 80,,,2,80,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,,,3
1011430,,"Stretch 170W/1,0m2 0,5x2m Blå",Elastisk varmekabelmatte for nedstøping,7071236001300,"TF Stretch 170W/1,0m2 0,5x2m",Stretch 170W, 170,"1,0","0,5",2,170,230,FALSE,FALSE,TRUE,TRUE,FALSE,1,3,1,2
1011272,,SVK 10 200W/20m 10W/m,Varmekabel i ferdige elementer 10W/m,7071236000976,TF SVK 10 200W/20m 10W/m,SVK 10, 200,,,20,10,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011320,,SBG Blå 10W/20m 200W m/plugg,Selvbegrensende varmekabel,7071236005957,TF SBG Blå 10W/20m 200W m/pl,SBG Blå, 200,,,20,10,230,FALSE,TRUE,FALSE,TRUE,FALSE,2,,,2
1011367,,SBG 13W/20m 260W m/plugg,Selvbegrensende varmekabel,7071236001171,TF SBG 13W/20m 260W m/plugg,SBG 13W, 260,,,20,13,230,FALSE,TRUE,FALSE,TRUE,FALSE,2,,,2
1011448,,"Stretch 170W/10m2 0,5x20m Blå",Elastisk varmekabelmatte for nedstøping,7071236001430,"TF Stretch 1700W/10m2 0,5x20m",Stretch 170W, 1700,10,"0,5",20,170,230,FALSE,FALSE,TRUE,TRUE,FALSE,1,3,1,2
1011454,,BHK 40W/m 20m 800W,Elektrisk varmekabel for betongherding,7071236001478,TF BHK 40W/m 20m 800W,BHK 40W, 800,,,20,40,230,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2
1011480,,"Stretch 100W/10m2 0,5x20m Gul",Elastisk varmekabelmatte for nedstøping,7071236001607,"Stretch 100W/10m2 0,5x20m Gul",Stretch 100W,1000,10,"0,5",20,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,2
1011612,,BVK 10 200W/20m 10W/m,Elektrisk varmekabel for nedstøping,7071236008439,TF BVK 10 200W/20m 10W/m,BVK 10, 200,,,20,10,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011682,,SVK 30 600W/20m 30W/m,Varmekabel utendørs bruk 30W/m,7071236008743,TF SVK 30 600W/20m 30W/m,SVK 30, 600,,,20,30,230,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,,2
1011603,,"NSX 17 400W/23,5m 17W/m",Elektrisk varmekabel for nedstøping,7071236012825,"NSX 17 400W/23,5m 17W/m",NSX 17, 400,,,"23,5",17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011654,,"SVK 17 400W/23,5m 17W/m",Varmekabel i ferdige elementer 17W/m,7071236008590,"TF SVK 17 400W/23,5m 17W/m",SVK 17, 400,,,"23,5",17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011482,,"Stretch 100W/12m2 0,5x24m Gul",Elastisk varmekabelmatte for nedstøping,7071236001614,"Stretch 100W/12m2 0,5x24m Gul",Stretch 100W,1200,12,"0,5",24,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,2
1011267,,SVK 10 250W/25m 10W/m,Varmekabel i ferdige elementer 10W/m,7071236012962,TF SVK 10 250W/25m 10W/m,SVK 10, 250,,,25,10,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011325,,SBG Blå 10W/25m 250W m/pl,Selvbegrensende varmekabel,7071236005964,TF SBG Blå 10W/25m 250W m/pl,SBG Blå, 250,,,25,10,230,FALSE,TRUE,FALSE,TRUE,FALSE,2,,,2
1011368,,SBG 13W/25m 325W m/plugg,Selvbegrensende varmekabel,7071236005520,TF SBG 13W/25m 325W m/plugg,SBG 13W, 325,,,25,13,230,FALSE,TRUE,FALSE,TRUE,FALSE,2,,,2
1011683,,SVK 30 750W/25m 30W/m,Varmekabel utendørs bruk 30W/m,7071236008750,TF SVK 30 750W/25m 30W/m,SVK 30, 750,,,25,30,230,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,,2
1011303,,SBG Blå 10W/3m 30W m/stikk,Selvbegrensende varmekabel,7071236005889,TF SBG BLÅ 10W/3m 30W m/stikk,SBG Blå, 30,,,3,10,230,FALSE,TRUE,FALSE,TRUE,FALSE,2,,,2
1011353,,SBG Oransje 13W/3m 39W m/stikk,Selvbegrensende varmekabel,7071236001072,TF SBG 13W/3m 39W m/stikk,SBG Oransje, 39,,,3,13,230,FALSE,TRUE,FALSE,TRUE,FALSE,2,,,2
1011423,,AIK Silikonkabel for avising 120W 3m,Varmekabler i faste lengder,7071236012474,AIK Silikonkabel for avising 120W 3m,AIK Silikonkabel for, 120,,,3,120,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,,,3
1011431,,"Stretch 170W/1,5m2 0,5x3m Blå",Elastisk varmekabelmatte for nedstøping,7071236001317,"TF Stretch 255W/1,5m2 0,5x3m",Stretch 170W, 255,"1,5","0,5",3,170,230,FALSE,FALSE,TRUE,TRUE,FALSE,1,3,1,2
1011473,,Stretch 300W/3m2 1x3m,Varmekabelmatte for nedstøping,7071236001539,TF Stretch 300W/3m2 1x3m,Stretch 300W, 300,3,1,3,,230,FALSE,FALSE,TRUE,TRUE,FALSE,1,5,1,2
1011452,,"BHK 40W/m 3,3m 130W",Elektrisk varmekabel for betongherding,7071236001454,"TF BHK 40W/m 3,3m 130W",BHK 40W, 130,,,"3,3",40,230,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2
1011391,,"SBG-SW 10W/3,5m 35W Rød",SBG varmekabel for avløpsrør,7071236008026,"TF SBG-SW 10W/3,5m 35W",SBG-SW 10W, 10,,,"3,5",10,230,FALSE,TRUE,FALSE,TRUE,FALSE,1,2,,2
1011273,,SVK 10 300W/30m 10W/m,Varmekabel i ferdige elementer 10W/m,7071236000983,TF SVK 10 300W/30m 10W/m,SVK 10, 300,,,30,10,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011564,,VK02 900W/30m 30W/m,Elektrisk varmekabel for nedstøping,7071236002017,VK02 900W/30m v-kabel 30W/m,VK02, 900,,,30,30,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,1
1011604,,NSX 17 500W/30m 17W/m,Elektrisk varmekabel for nedstøping,7071236012832,NSX 17 500W/30m 17W/m,NSX 17, 500,,,30,17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011613,,BVK 10 300W/30m 10W/m,Elektrisk varmekabel for nedstøping,7071236008446,TF BVK 10 300W/30m 10W/m,BVK 10, 300,,,30,10,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011655,,SVK 17 500W/30m 17W/m,Varmekabel i ferdige elementer 17W/m,7071236008606,TF SVK 17 500W/30m 17W/m,SVK 17, 500,,,30,17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011684,,SVK 30 900W/30m 30W/m,Varmekabel utendørs bruk 30W/m,7071236008767,TF SVK 30 900W/30m 30W/m,SVK 30, 900,,,30,30,230,FALSE,FALSE,FALSE,TRUE,TRUE,1,1,,2
1011486,,"Stretch 100W/16m2 0,5x32m Gul",Elastisk varmekabelmatte for nedstøping,7071236001638,"Stretch 100W/16m2 0,5x32m Gul",Stretch 100W,1600,16,"0,5",32,100,230,FALSE,FALSE,TRUE,TRUE,FALSE,3,,1,2
1011269,,SVK 10 350W/35m 10W/m,Varmekabel i ferdige elementer 10W/m,7071236012979,TF SVK 10 350W/35m10W/m,SVK 10, 350,,,35,10,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011455,,BHK 40W/m 35m 1400W,Elektrisk varmekabel for betongherding,7071236001485,TF BHK 40W/m 35m 1400W,BHK 40W, 1400,,,35,40,230,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2
1011565,,VK02 1050W/35m 30W/m,Elektrisk varmekabel for nedstøping,7071236002024,VK02 1050W/35m v-kabel 30W/m,VK02, 1050,,,35,30,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,1
1011605,,NSX 17 600W/35m 17W/m,Elektrisk varmekabel for nedstøping,7071236012849,NSX 17 600W/35m 17W/m,NSX 17, 600,,,35,17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011656,,SVK 17 600W/35m 17W/m,Varmekabel i ferdige elementer 17W/m,7071236008613,TF SVK 17 600W/35m 17W/m,SVK 17, 600,,,35,17,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011304,,SBG Blå 10W/4m 40W m/plugg,Selvbegrensende varmekabel,7071236005896,TF SBG Blå 10W/4m 40W m/plug,SBG Blå, 40,,,4,10,230,FALSE,TRUE,FALSE,TRUE,FALSE,2,,,2
1011354,,SBG 13W/4m 52W m/plugg,Selvbegrensende varmekabel,7071236001089,TF SBG 13W/4m 52W m/plugg,SBG 13W, 52,,,4,13,230,FALSE,TRUE,FALSE,TRUE,FALSE,2,,,2
1011424,,AIK Silikonkabel for avising 160W 4m,Varmekabler i faste lengder,7071236012481,AIK Silikonkabel for avising 160W 4m,AIK Silikonkabel for, 160,,,4,160,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,,,3
1011432,,"Stretch 170W/2m2 0,5x4m Blå",Elastisk varmekabelmatte for nedstøping,7071236001324,"TF Stretch 340W/2m2 0,5x4m",Stretch 170W, 340,2,"0,5",4,170,230,FALSE,FALSE,TRUE,TRUE,FALSE,1,3,1,2
1011474,,Stretch 400W/4m2 1x4m,Varmekabelmatte for nedstøping,7071236001546,TF Stretch 400W/4m2 1x4m,Stretch 400W, 400,4,1,4,,230,FALSE,FALSE,TRUE,TRUE,FALSE,1,5,1,2
1011274,,SVK 10 400W/40m 10W/m,Varmekabel i ferdige elementer 10W/m,7071236000990,TF SVK 10 400W/40m 10W/m,SVK 10, 400,,,40,10,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,2
1011566,,VK02 1200W/40m 30W/m,Elektrisk varmekabel for nedstøping,7071236002031,VK02 1200W/40m v-kabel 30W/m,VK02, 1200,,,40,30,230,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,,1
